#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_pontal_do_triangulo;Pontal do Triângulo;Pontal do Triângulo;Pontal do Triângulo;;Pontal do Triângulo;;;;;;;;;x
d_pontal_do_triangulo_adj;Triangler;;Triangler;;;;;;;;;;;x
d_porto_alegre;Porto Alegre;Porto Alegre;Porto Alegre;;Porto Alegre;;;;;;;;;x
d_porto_alegre_adj;Porto Alegrean;;Porto Alegrer;;;;;;;;;;;x
d_porto_franco;Porto Franco;Porto Franco;Porto Franco;;Porto Franco;;;;;;;;;x
d_porto_franco_adj;Porto Francian;;Porto Francer;;;;;;;;;;;x
d_porto_seguro;Porto Seguro;Porto Seguro;Porto Seguro;;Porto Seguro;;;;;;;;;x
d_porto_seguro_adj;Porto Segurian;;Porto Segurer;;;;;;;;;;;x
d_potiguara;Potiguara March;;;;;;;;;;;;x
d_potiguara_adj;Potiguara;;;;;;;;;;;;x
d_potosi;Potosí;Potosí;Potosí;;Potosí;;;;;;;;;x
d_potosi_adj;Potosíian;;potosíer;;;;;;;;;;;x
d_puno;Puno;Puno;Puno;;Puno;;;;;;;;;x
d_puno_adj;Punian;;puner;;;;;;;;;;;x
d_quito;Quito;Quito;Quito;;Quito;;;;;;;;;x
d_quito_adj;Quitian;;quiter;;;;;;;;;;;x
d_recife;Recife;Recife;Recife;;Recife;;;;;;;;;x
d_recife_adj;Recifean;;recifer;;;;;;;;;;;x
d_ribeira;Ribeira;Ribeira;Ribeira;;Ribeira;;;;;;;;;x
d_ribeira_adj;Ribeirense;;Ribeirense;;;;;;;;;;;x
d_rio_grande;Rio Grande;Rio Grande;Rio Grande;;Rio Grande;;;;;;;;;x
d_rio_grande_adj;Rio Grandean;;Rio Grander;;;;;;;;;;;x
d_rio_pardo;Rio Pardo;Rio Pardo;Rio Pardo;;Rio Pardo;;;;;;;;;x
d_rio_pardo_adj;Pardense;;Pardense;;;;;;;;;;;x
d_rio_preto;Rio Preto;Rio Preto;Rio Preto;;Rio Preto;;;;;;;;;x
d_rio_preto_adj;Pretense;;Pretense;;;;;;;;;;;x
d_rio_real;Rio Real;Rio Real;Rio Real;;Rio Real;;;;;;;;;x
d_rio_real_adj;Rio Realian;;Rio Realer;;;;;;;;;;;x
d_rio_verde;Rio Verde;Rio Verde;Rio Verde;;Rio Verde;;;;;;;;;x
d_rio_verde_adj;Rio Verdean;;Rio Verder;;;;;;;;;;;x
d_roraima;Roraima;Roraima;Roraima;;Roraima;;;;;;;;;x
d_roraima_adj;Roraiman;;roraimer;;;;;;;;;;;x
d_rosario;Rosario;Rosario;Rosario;;Rosario;;;;;;;;;x
d_rosario_adj;Rosarian;;rosarer;;;;;;;;;;;x
d_salta;Salta;Salta;Salta;;Salta;;;;;;;;;x
d_salta_adj;Saltan;;salter;;;;;;;;;;;x
d_san_juan;San Juan;San Juan;San Juan;;San Juan;;;;;;;;;x
d_san_juan_adj;San Juanian;;San Juaner;;;;;;;;;;;x
d_san_luis;San Luis;San Luis;San Luis;;San Luis;;;;;;;;;x
d_san_luis_adj;San Luisian;;San Luiser;;;;;;;;;;;x
d_santa_cruz;Santa Cruz;Santa Cruz;Santa Cruz;;Santa Cruz;;;;;;;;;x
d_santa_cruz_adj;Santa Cruzian;;Santa Cruzer;;;;;;;;;;;x
d_santa_cruz_de_patagonia;Santa Cruz de Patagonia;Santa Cruz de Patagonia;Santa Cruz de Patagonia;;Santa Cruz de Patagonia;;;;;;;;;x
d_santa_cruz_de_patagonia_adj;Santa Cruz de Patagonian;;Santa Cruz de Patagoner;;;;;;;;;;;x
d_santa_fe;Santa Fe;Santa Fe;Santa Fe;;Santa Fe;;;;;;;;;x
d_santa_fe_adj;Santa Fean;;Santa Fer;;;;;;;;;;;x
d_santa_maria;Santa Maria;Santa Maria;Santa Maria;;Santa Maria;;;;;;;;;x
d_santa_maria_adj;Santa Marian;;Santa Marer;;;;;;;;;;;x
d_santiago;Santiago;Santiago;Santiago;;Santiago;;;;;;;;;x
d_santiago_adj;Santiagian;;santiager;;;;;;;;;;;x
d_santos;Santos;Santos;Santos;;Santos;;;;;;;;;x
d_santos_adj;Santista;;Santista;;;;;;;;;;;x
d_sergipe;Sergipe;Sergipe;Sergipe;;Sergipe;;;;;;;;;x
d_sergipe_adj;Sergipean;;sergiper;;;;;;;;;;;x
d_serra_da_noruega;Serra da Noruega;Serra da Noruega;Serra da Noruega;;Serra da Noruega;;;;;;;;;x
d_serra_da_noruega_adj;Serra da Noruegan;;Serra da Norueger;;;;;;;;;;;x
d_serra_do_cipo;Serra do Cipó;Serra do Cipó;Serra do Cipó;;Serra do Cipó;;;;;;;;;x
d_serra_do_cipo_adj;Serra do Cipóian;;Serra do Cipóer;;;;;;;;;;;x
d_serra_dos_aimores;Serra dos Aimorés;Serra dos Aimorés;Serra dos Aimorés;;Serra dos Aimorés;;;;;;;;;x
d_serra_dos_aimores_adj;Serra dos Aimorésian;;Serra dos Aimoréser;;;;;;;;;;;x
d_serra_dos_orgaos;Serra dos Órgãos;Serra dos Órgãos;Serra dos Órgãos;;Serra dos Órgãos;;;;;;;;;x
d_serra_dos_orgaos_adj;Serra dos Órgãosian;;Serra dos Órgãoser;;;;;;;;;;;x
d_sertao_pernambucano;Sertão Pernambucano;Sertão Pernambucano;Sertão Pernambucano;;Sertão Pernambucano;;;;;;;;;x
d_sertao_pernambucano_adj;Sertão Pernambucanian;;Sertão Pernambucaner;;;;;;;;;;;x
d_sertao_potiguar;Sertão Potiguar;Sertão Potiguar;Sertão Potiguar;;Sertão Potiguar;;;;;;;;;x
d_sertao_potiguar_adj;Sertão Potiguarian;;Sertão Potiguarer;;;;;;;;;;;x
d_sinopia;Sinopia;Sinopia;Sinopia;;Sinopia;;;;;;;;;x
d_sinopia_adj;Sinopian;;sinoper;;;;;;;;;;;x
d_sobrado;Sobrado;Sobrado;Sobrado;;Sobrado;;;;;;;;;x
d_sobrado_adj;Sobradian;;sobrader;;;;;;;;;;;x
d_soorotema;Soorotema;Soorotema;Soorotema;;Soorotema;;;;;;;;;x
d_soorotema_adj;Sooroteman;;soorotemer;;;;;;;;;;;x
d_sorocaba;Sorocaba;Sorocaba;Sorocaba;;Sorocaba;;;;;;;;;x
d_sorocaba_adj;Sorocabano;;Sorocabano;;;;;;;;;;;x
d_tambopata;Tambopata;Tambopata;Tambopata;;Tambopata;;;;;;;;;x
d_tambopata_adj;Tambopatan;;tambopater;;;;;;;;;;;x
d_tandil;Tandil;Tandil;Tandil;;Tandil;;;;;;;;;x
d_tandil_adj;Tandilian;;tandiler;;;;;;;;;;;x
d_tapajos;Tapajós;Tapajós;Tapajós;;Tapajós;;;;;;;;;x
d_tapajos_adj;Tapajósian;;tapajóser;;;;;;;;;;;x
d_tapes;Tapes;Tapes;Tapes;;Tapes;;;;;;;;;x
d_tapes_adj;Tapesian;;tapeser;;;;;;;;;;;x
d_tarapaca;Tarapacá;Tarapacá;Tarapacá;;Tarapacá;;;;;;;;;x
d_tarapaca_adj;Tarapacáian;;tarapacáer;;;;;;;;;;;x
d_taumaturgia;Taumaturgia;Taumaturgia;Taumaturgia;;Taumaturgia;;;;;;;;;x
d_taumaturgia_adj;Taumaturgian;;taumaturger;;;;;;;;;;;x
d_teresina;Teresina;Teresina;Teresina;;Teresina;;;;;;;;;x
d_teresina_adj;Teresinan;;teresiner;;;;;;;;;;;x
d_the_district;the District;the District;the District;;the District;;;;;;;;;x
d_the_district_adj;the Districtian;;the Districter;;;;;;;;;;;x
d_the_dogs_head;The Dog's Head;The Dog's Head;The Dog's Head;;The Dog's Head;;;;;;;;;x
d_the_dogs_head_adj;The Dogs Headian;;The Dog's Header;;;;;;;;;;;x
d_tierra_del_fuego;Tierra del Fuego;Tierra del Fuego;Tierra del Fuego;;Tierra del Fuego;;;;;;;;;x
d_tierra_del_fuego_adj;Tierra del Fuegian;;Tierra del Fueger;;;;;;;;;;;x
d_tocantins;Tocantins;Tocantins;Tocantins;;Tocantins;;;;;;;;;x
d_tocantins_adj;Tocantinsian;;tocantinser;;;;;;;;;;;x
d_tormenta;Tormenta;Tormenta;Tormenta;;Tormenta;;;;;;;;;x
d_tormenta_adj;Tormentan;;tormenter;;;;;;;;;;;x
d_trenque_lauquen;Trenque Lauquen;Trenque Lauquen;Trenque Lauquen;;Trenque Lauquen;;;;;;;;;x
d_trenque_lauquen_adj;Trenque Lauquenian;;Trenque Lauquener;;;;;;;;;;;x
d_tres_bracos;Três Braços;Três Braços;Três Braços;;Três Braços;;;;;;;;;x
d_tres_bracos_adj;Três Braçosian;;Três Braçoser;;;;;;;;;;;x
d_tucuman;Tucuman;Tucuman;Tucuman;;Tucuman;;;;;;;;;x
d_tucuman_adj;Tucumanian;;tucumaner;;;;;;;;;;;x
d_tucuria;Tucúria;Tucúria;Tucúria;;Tucúria;;;;;;;;;x
d_tucuria_adj;Tucúrian;;tucúrer;;;;;;;;;;;x
d_tungurahua;Tungurahua;Tungurahua;Tungurahua;;Tungurahua;;;;;;;;;x
d_tungurahua_adj;Tungurahuan;;tunguraher;;;;;;;;;;;x
d_uberlands;Uberlands;Uberlands;Uberlands;;Uberlands;;;;;;;;;x
d_uberlands_adj;Uberlandsian;;uberlandser;;;;;;;;;;;x
d_ucayali;Ucayali;Ucayali;Ucayali;;Ucayali;;;;;;;;;x
d_ucayali_adj;Ucayalian;;ucayaler;;;;;;;;;;;x
d_upper_paraguay;Upper Paraguay;Upper Paraguay;Upper Paraguay;;Upper Paraguay;;;;;;;;;x
d_upper_paraguay_adj;Upper Paraguaian;;Upper Paraguaer;;;;;;;;;;;x
d_upper_parana;Upper Parana;Upper Parana;Upper Parana;;Upper Parana;;;;;;;;;x
d_upper_parana_adj;Upper Paranan;;Upper Paraner;;;;;;;;;;;x
d_vale_do_aco;Vale do Aço;Vale do Aço;Vale do Aço;;Vale do Aço;;;;;;;;;x
d_vale_do_aco_adj;Açomano;;Açeman;;;;;;;;;;;x
d_vale_do_rio_doce;Vale do Rio Doçe;Vale do Rio Doçe;Vale do Rio Doçe;;Vale do Rio Doçe;;;;;;;;;x
d_vale_do_rio_doce_adj;Rio Docense;;Rio Docense;;;;;;;;;;;x
d_vale_do_bia;Vale do Bía;Vale do Bía;Vale do Bía;;Vale do Bía;;;;;;;;;x
d_vale_do_bia_adj;Vale do Bían;;Vale do Bíer;;;;;;;;;;;x
d_vale_do_iguacu;Vale do Iguaçu;Vale do Iguaçu;Vale do Iguaçu;;Vale do Iguaçu;;;;;;;;;x
d_vale_do_iguacu_adj;Vale do Iguaçian;;Vale do Iguaçer;;;;;;;;;;;x
d_vale_do_itajai;Vale do Itajaí;Vale do Itajaí;Vale do Itajaí;;Vale do Itajaí;;;;;;;;;x
d_vale_do_itajai_adj;Vale do Itajaíian;;Vale do Itajaíer;;;;;;;;;;;x
d_vale_do_javari;Vale do Javari;Vale do Javari;Vale do Javari;;Vale do Javari;;;;;;;;;x
d_vale_do_javari_adj;Vale do Javarian;;Vale do Javarer;;;;;;;;;;;x
d_vale_do_jequitinhonha;Jequitinhonha;Jequitinhonha;Jequitinhonha;;Jequitinhonha;;;;;;;;;x
d_vale_do_jequitinhonha_adj;Jequitinhonhense;;Jequitinhonher;;;;;;;;;;;x
d_vale_do_rio_pardo;Vale do Rio Pardo;Vale do Rio Pardo;Vale do Rio Pardo;;Vale do Rio Pardo;;;;;;;;;x
d_vale_do_rio_pardo_adj;Vale do Rio Pardian;;Vale do Rio Parder;;;;;;;;;;;x
d_valenca;Valença;Valença;Valença;;Valença;;;;;;;;;x
d_valenca_adj;Valençan;;valençer;;;;;;;;;;;x
d_valparaiso;Valparaiso;Valparaiso;Valparaiso;;Valparaiso;;;;;;;;;x
d_valparaiso_adj;Valparaisian;;valparaiser;;;;;;;;;;;x
d_verde_grande;Verde Grande;Verde Grande;Verde Grande;;Verde Grande;;;;;;;;;x
d_verde_grande_adj;Verde Grandean;;Verde Grander;;;;;;;;;;;x
d_vertentes;Vertentes;Vertentes;Vertentes;;Vertentes;;;;;;;;;x
d_vertentes_adj;Vertentesian;;vertenteser;;;;;;;;;;;x
d_viedma;Viedma;Viedma;Viedma;;Viedma;;;;;;;;;x
d_viedma_adj;Viedman;;viedmer;;;;;;;;;;;x
d_vilcanota;Vilcanota;Vilcanota;Vilcanota;;Vilcanota;;;;;;;;;x
d_vilcanota_adj;Vilcanotan;;vilcanoter;;;;;;;;;;;x
d_yungas;Yungas;Yungas;Yungas;;Yungas;;;;;;;;;x
d_yungas_adj;Yungasian;;yungaser;;;;;;;;;;;x
